|song_id|word
1623|7|Knie
1624|7|Lauf
1625|7|nur
1626|7|weg
1627|7|vor
1628|7|dir
1629|7|selbst
1630|7|dreh
1631|7|dich
1632|7|weg
1633|7|Lauf
1634|7|nur
1635|7|weg
1636|7|vor
1637|7|dir
1638|7|selbst
1639|7|dreh
1640|7|dich
1641|7|weg
1642|7|Lauf
1643|7|nur
1644|7|weg
1645|7|vor
1646|7|dir
1647|7|selbst
1648|7|dreh
1649|7|dich
1650|7|weg
1651|7|Lauf
1652|7|nur
1653|7|weg
1654|7|vor
1655|7|dir
1656|7|selbst
1657|7|du
1658|7|sein
1659|7|ein
1660|7|groß
1661|7|stark
1662|7|Rocker
1663|7|tätowieren
1664|7|mit
1665|7|lang
1666|7|Haar
1667|7|und
1668|7|dass
1669|7|es
1670|7|schwule
1671|7|unter
1672|7|Rocke
1673|7|geben
1674|7|sein
1675|7|überhaupt
1676|7|nicht
1677|7|wahr
1678|7|bei
1679|7|Rock
1680|7|an
1681|7|Ring
1682|7|sein
1683|7|du
1684|7|der
1685|7|Härteste
1686|7|und
1687|7|issen
1688|7|nur
1689|7|roh
1690|7|Tier
1691|7|und
1692|7|niemand
1693|7|wissen
1694|7|in
1695|7|dein
1696|7|Nachttisch
1697|7|liegen
1698|7|ein
1699|7|Bild
1700|7|von
1701|7|Udo
1702|7|Kier
1703|7|du
1704|7|sein
1705|7|ein
1706|7|Rockerboss
1707|7|und
1708|7|er
1709|7|ein
1710|7|Kleinstadtboy
1711|7|du
1712|7|sein
1713|7|ein
1714|7|hart
1715|7|Mann
1716|7|und
1717|7|darum
1718|7|weinen
1719|7|du
1720|7|nie
1721|7|Siehst
1722|7|du
1723|7|der
1724|7|Kleinstadtboy
1725|7|dann
1726|7|zittern
1727|7|dir
1728|7|der
1729|7|Knie
1730|7|Lauf
1731|7|nur
1732|7|weg
1733|7|vor
1734|7|dir
1735|7|selbst
1736|7|dreh
1737|7|dich
1738|7|weg
1739|7|Lauf
1740|7|nur
1741|7|weg
1742|7|vor
1743|7|dir
1744|7|selbst
1745|7|dreh
1746|7|dich
1747|7|weg
1748|7|Lauf
1749|7|nur
1750|7|weg
1751|7|vor
1752|7|dir
1753|7|selbst
1754|7|dreh
1755|7|dich
1756|7|weg
