lemma|genuses
Ketoazidose|['f']
Keton|['n']
Ketose|['f']
Ketsch|['f']
Ketschua|[]
Kettcar|['m' 'n']
Kettchen|['n']
Kette|['f']
Kettenbrief|['m']
Kettenbruch|['m']
Kettenbuch|['n']
Kettenfahrzeug|['n']
Kettenglied|['n']
Kettenhemd|['n']
Kettenhotel|['n']
Kettenhund|['m']
Kettenkarussell|['n']
Kettenlinie|['f']
Kettenpanzer|['m']
Kettenpeitsche|['f']
Kettenrad|['n']
Kettenraucher|['m']
Kettenraucherin|['f']
Kettenreaktion|['f']
Kettensatz|['m']
Kettenschaltung|['f']
Kettenschifffahrt|['f']
Kettenschloss|['n']
Kettensäge|['f']
Kettenzug|['m']
Kettenöl|['n']
Kettfaden|['m']
Ketzer|['m']
Ketzerei|['f']
Ketzerin|['f']
Ketzerpredigt|['f']
Ketzerprozess|['m']
Ketzin|[]
Keuchhusten|['m']
Keule|['f']
Keulen-Bärlapp|['m']
Keusche|['f']
Keuschheit|['f']
Keuschheitsgebot|['n']
Keuschheitsgelübde|['n']
Keuschheitsgürtel|['m']
Kevelaer|[]
Kevin|[]
Kevinismus|['m']
Key-Visual|['n']
Keyboard|['n']
Keyboarder|['m']
Keyboarderin|['f']
Keyfob|['m']
Keynesianer|['m']
Keynesianerin|['f']
Keynesianismus|['m']
Keßler|[]
Kfar Adumim|[]
Kfar Giladi|[]
Kfz|['n']
Kfz-Kennzeichen|['n']
Kfz-Mucker|['m']
Kfz-Pickerl|['n']
Kfz-Spengler|['m']
Kfz-Werkstatt|['f']
Kha|['f']
Khagan|['m']
Khairpur|[]
Khaki|[]
Khakihemd|['n']
Khakihose|['f']
Khakihut|['m']
Khakiuniform|['f']
Khan|['m']
Khanat|['n']
Khanewal|[]
Khartoum|[]
Khartum|[]
Khedive|['m']
Khmer|[]
Khoisan|['n']
Khoisan-Sprache|['f']
Khomas|[]
Khorixas|[]
Khowar|['n']
Khushab|[]
Khuzdar|[]
Khyber Pakhtunkhwa|[]
Khyberpass|['m']
Kiautschou|[]
Kiba|['m']
Kibbeh|['f']
Kibbuz|['m' 'n']
Kibbuznik|['m']
Kiberer|['m']
Kibibyte|['n']
Kichererbse|['f']
Kicherliese|['f']
Kichern|['n']
Kick|['m']
Kick-off|['m']
Kick-off-Meeting|['n']
Kickboxen|['n']
Kickboxer|['m']
Kickboxerin|['f']
Kicker|['m']
Kickerin|['f']
Kid|['n']
Kiddie|['n']
Kiddy|['n']
Kidfluencer|['m']
Kidnapper|['m']
Kidnapperin|['f']
Kidnapping|['n']
Kidneybohne|['f']
Kieberer|['m']
Kieberin|['f']
Kiebitz|['m']
Kiefer|['f' 'm' 'n']
Kieferbruch|['m']
Kieferhöhle|['f']
Kieferknochen|['m']
Kiefernbestand|['m']
Kiefernduft|['m']
Kiefernforst|['m']
Kieferngewächs|['n']
Kiefernharz|['n']
Kiefernholz|['n']
Kiefernholzgeruch|['m']
Kiefernnadel|['f']
Kiefernsorte|['f']
Kiefernspanner|['m']
Kiefernspinner|['m']
Kiefernstamm|['m']
Kiefernsteinpilz|['m']
Kiefernwald|['m']
Kiefernwäldchen|['n']
Kiefernzapfen|['m']
Kiefernzweig|['m']
Kieferorthopäde|['m']
Kieferorthopädin|['f']
Kiekser|['m']
Kiel|['m']
Kieler|['m']
Kielerin|['f']
Kielflügel|['m']
Kielmaus|['f']
Kielschwein|['n']
Kielwasser|['n']
Kieme|['f']
Kiemenatmung|['f']
Kiemenkrebs|['m']
Kien|['m']
Kienapfel|['m']
Kienfackel|['f']
Kienholz|['n']
Kienspan|['m']
Kiepe|['f']
Kier|[]
Kierspe|[]
Kies|['m']
Kiesauffahrt|['f']
Kiesbett|['n']
Kieseinfahrt|['f']
Kiesel|['m']
Kieselalge|['f']
Kieselgur|['f']
Kieselpfad|['m']
Kieselsinter|['m']
Kieselstein|['m']
Kieselstraße|['f']
Kieselsäure|['f']
Kiesgrube|['f']
Kiesinger|[]
Kieslingswalde|[]
Kiesstrand|['m']
Kiesstraße|['f']
Kiesweg|['m']
Kietz|['m']
Kiew|[]
Kiewer Rus|['f']
Kiez|['m']
Kiezdeutsch|[]
Kiezschule|['f']
Kiezsprache|['f']
Kiffen|['n']
Kiffer|['m']
Kifferin|['f']
Kiga|['m']
Kigali|[]
Kiki|['m']
Kikongo|[]
Kikumon|['n']
Kikuyu|[]
Kilbe|['f']
Kilbi|['f']
Kildare|[]
Kildinsamisch|[]
Kilikien|[]
Kilimandscharo|['m']
Kilkenny|[]
Killarney|[]
Killefit|['m']
Killer|['m']
Killerbande|['f']
Killerbiene|['f']
Killerin|['f']
Killerinstinkt|['m']
Killerkommando|['n']
Killerphrase|['f']
Killerroboter|['m']
Killersatellit|['m']
Killerspiel|['n']
Killerstempel|['m']
Killervirus|['n' 'm']
Killerwal|['m']
Kilo|['n' 'm']
Kilobyte|['n']
Kilogramm|['n']
Kilojoule|['n']
Kilometer|['m' 'n']
Kilometerpauschale|['f']
Kilometerzähler|['m']
Kilometrierung|['f']
Kilonewton|['n']
Kilonova|['f']
Kiloohm|['n']
Kiloparsec|['n']
Kilopascal|['n']
Kilopondmeter|['n']
Kilopreis|['m']
Kilovolt|['n']
Kilowatt|['n']
Kilowattstunde|['f']
Kilt|['m']
Kim|[]
Kimber|['m']
Kimberin|['f']
Kimberley|[]
Kimm|['f']
Kimme|['f']
Kimono|['m']
Kimspiel|['n']
Kinase|['f']
Kind|['n']
Kind Gottes|['n']
Kindbett|['n']
Kindbettfieber|['n']
Kindchen|['n']
Kindel|['n']
Kindelbrück|[]
Kinderabteilung|['f']
Kinderarbeit|['f']
Kinderarmut|['f']
Kinderarmutsquote|['f']
Kinderarzt|['m']
Kinderaufzucht|['f']
Kinderauge|['n']
Kinderausweis|['m']
Kinderbekleidung|['f']
Kinderbetreuung|['f']
Kinderbett|['n']
Kinderbettchen|['n']
Kinderbewahranstalt|['f']
Kinderbibel|['f']
Kinderblut|['n']
Kinderbuch|['n']
Kinderbuchautor|['m']
Kinderbuchautorin|['f']
Kinderbuchverlag|['m']
Kinderchirurg|['m']
Kinderchirurgin|['f']
Kinderchor|['m']
Kinderdarsteller|['m']
Kinderdarstellerin|['f']
Kinderdorf|['n']
Kinderehe|['f']
Kindererziehung|['f']
Kinderfahrrad|['n']
Kinderfest|['n']
Kinderfilm|['m']
Kinderfleisch|['n']
Kinderflüchtling|['m']
Kinderfrau|['f']
Kinderfreibad|['n']
Kinderfreundlichkeit|['f']
Kinderfräulein|['n']
Kinderfunk|['m']
Kinderfuß|['m']
Kinderfürsorge|['f']
Kindergarten|['m']
Kindergartenbesuch|['m']
Kindergartengebühr|['f']
Kindergartengruppe|['f']
Kindergartenkind|['n']
Kindergartenplatz|['m']
Kindergartenpädagogik|['f']
Kindergeburtstag|['m']
Kindergehirn|['n']
Kindergeisel|['f']
Kindergeld|['n']
Kindergelächter|['n']
Kindergeschichte|['f']
Kindergeschrei|['n']
Kindergesicht|['n']
Kindergottesdienst|['m']
Kindergrab|['n']
Kindergrundsicherung|['f']
Kindergruppe|['f']
Kindergärtler|['m']
Kindergärtlerin|['f']
Kindergärtner|['m']
Kindergärtnerin|['f']
Kinderhand|['f']
Kinderhandel|['m']
Kinderhandschuh|['m']
Kinderheilkunde|['f']
Kinderheim|['n']
Kinderheirat|['f']
Kinderhospiz|['n']
Kinderimpfstoff|['m']
Kinderimpfung|['f']
Kinderjahr|['n']
Kinderkardiologe|['m']
Kinderkleid|['n']
Kinderkleidung|['f']
Kinderklinik|['f']
Kinderkopf|['m']
Kinderkram|['m']
Kinderkrankenschwester|['f']
Kinderkrankheit|['f']
Kinderkreuzzug|['m']
Kinderkriegen|['n']
Kinderkrippe|['f']
Kinderlachen|['n']
Kinderlager|['n']
Kinderlandverschickung|['f']
Kinderleben|['n']
Kinderleiche|['f']
Kinderlexikon|['n']
Kinderlied|['n']
Kinderliteratur|['f']
Kinderlosigkeit|['f']
Kinderlyrik|['f']
Kinderlähmung|['f']
Kindermodel|['n']
Kindermund|['m']
Kindermädchen|['n']
Kindermärchen|['n']
Kindermöbel|['n']
Kindermörder|['m']
Kindermörderin|['f']
Kinderparadies|['n']
Kinderpause|['f']
Kinderporno|['m']
Kinderpornografie|['f']
Kinderpornographie|['f']
Kinderprostitution|['f']
Kinderpsychiatrie|['f']
Kinderpsychologe|['m']
Kinderpsychologie|['f']
Kinderpsychologin|['f']
Kinderpuder|['m']
Kinderrecht|['n']
Kinderrechtskonvention|['f']
Kinderschauspieler|['m']
Kinderschauspielerin|['f']
Kinderschreibtisch|['m']
Kinderschrift|['f']
Kinderschuh|['m']
Kinderschutz|['m']
Kinderschwester|['f']
Kinderschänder|['m']
Kinderschänderin|['f']
Kinderseite|['f']
Kindersekt|['m']
Kinderserie|['f']
Kindersicherung|['f']
Kindersitz|['m']
Kinderskelett|['n']
Kindersklave|['m']
Kindersoldat|['m']
Kindersoldatin|['f']
Kinderspiel|['n']
Kinderspielplatz|['m']
Kinderspielzeug|['n']
Kindersprache|['f']
Kindersprachstatistik|['f']
Kindersterblichkeit|['f']
Kinderstimme|['f']
Kinderstirn|['f']
Kinderstube|['f']
Kinderstühlchen|['n']
Kindertag|['m']
Kindertagesstätte|['f']
Kinderteller|['m']
Kindertheater|['n']
Kindertischchen|['n']
Kindertransport|['m']
Kinderversicherung|['f']
Kindervorstellung|['f']
Kinderwagen|['m']
Kinderwillkommensfest|['n']
Kinderwindel|['f']
Kinderwunsch|['m']
Kinderwärter|['m']
Kinderwärterin|['f']
Kinderwäsche|['f']
Kinderzahl|['f']
Kinderzahn|['m']
Kinderzahnheilkunde|['f']
Kinderzeit|['f']
Kinderzimmer|['n']
Kinderzulage|['f']
Kinderzuschlag|['m']
Kinderärztin|['f']
Kindesalter|['n']
Kindesentführung|['f']
Kindesetymologie|['f']
Kindeskind|['n']
Kindesliebe|['f']
Kindesmissbrauch|['m']
Kindesmisshandlung|['f']
Kindesmord|[]
Kindestötung|['f']
Kindesunterschiebung|['f']
Kindeswohl|['n']
Kindeswohlgefährdung|['f']
Kindheit|['f']
Kindheitserinnerung|['f']
Kindheitserlebnis|['n']
Kindheitsfoto|['n']
Kindheitsfreund|['m']
Kindheitstraum|['m']
Kindheitstrauma|['n']
Kindklasse|['f']
Kindkönig|['m']
Kindler|[]
Kindskopf|['m']
Kindslage|['f']
Kindsmord|['m']
Kindsmutter|['f']
Kindspech|['n']
Kindstaufe|['f']
Kindstod|['m']
Kindstötung|['f']
Kindswasser|['n']
Kineast|['m']
Kinematik|['f']
Kinematograph|['m']
Kinesik|['f']
Kinesio-Tape|['n']
Kinesiologie|['f']
Kinetik|['f']
Kinetose|['f']
King|['m']
Kingston|[]
Kingstown|[]
Kinkerlitzchen|[]
Kinmen|[]
Kinn|['n']
Kinnbacke|['f']
Kinnbart|['m']
Kinnhaken|['m']
Kinnhöhe|['f']
Kinnlade|['f']
Kino|['n']
Kinobesitzer|['m']
Kinobesitzerin|['f']
Kinobesuch|['m']
Kinobesucher|['m']
Kinobesucherin|['f']
Kinobetreiber|['m']
Kinobetreiberin|['f']
Kinobranche|['f']
Kinofilm|['m']
Kinohit|['m']
Kinokarte|['f']
Kinokasse|['f']
Kinokomplex|['m']
Kinoleinwand|['f']
Kinoorgel|['f']
Kinoplakatmaler|['m']
Kinoplakatmalerin|['f']
Kinopremiere|['f']
Kinoprogramm|['n']
Kinopublikum|['n']
Kinosaal|['m']
Kinostart|['m']
Kinosterben|['n']
Kinoversion|['f']
Kinshasa|[]
Kinyarwanda|[]
Kinzig|['f']
Kinäde|['m']
Kinästhesie|['f']
Kinästhetik|['f']
Kiosk|['m']
Kioskbesitzer|['m']
Kioskbetreiber|['m']
Kioto|[]
Kip|['m']
Kipfel|['m']
Kipferl|['n']
Kipfl|['n']
Kipp|[]
Kippa|['f']
Kippah|['f']
Kippe|['f']
Kippenstummel|['m']
Kipper|['m']
Kippfenster|['n']
Kipplore|['f']
Kipplüften|['n']
Kipplüftung|['f']
Kipppunkt|['m']
Kippregel|['f']
Kippschalter|['m']
Kirchardt|[]
Kirchberg|[]
Kirchdorf|['n']
Kirche|['f']
Kirchenamt|['n']
Kirchenasyl|['n']
Kirchenaustritt|['m']
Kirchenbank|['f']
Kirchenbann|['m']
Kirchenbau|['m']
Kirchenbesuch|['m']
Kirchenbesucher|['m']
Kirchenbesucherin|['f']
Kirchenbuch|['n']
Kirchenburg|['f']
Kirchenchor|['m']
Kirchendach|['n']
Kirchendiener|['m']
Kirchendisziplin|['f']
Kircheneintritt|['m']
Kirchenfabrik|['f']
Kirchenfarbe|['f']
Kirchenfeier|['f']
Kirchenfenster|['n']
Kirchenfrau|['f']
Kirchenführer|['m']
Kirchenfürst|['m']
Kirchengebot|['n']
Kirchengebäude|['n']
Kirchengemeinde|['f']
Kirchengemälde|['n']
Kirchengesang|['m']
Kirchengeschichte|['f']
Kirchenglocke|['f']
Kirchenharmonium|['n']
Kirchenhistoriker|['m']
Kirchenhoheit|['f']
Kircheninneres|['n']
Kirchenjahr|['n']
Kirchenkritik|['f']
Kirchenlamitz|[]
Kirchenlatein|['n']
Kirchenlehre|['f']
Kirchenlehrer|['m']
Kirchenleitung|['f']
Kirchenlied|['n']
Kirchenmann|['m']
Kirchenmaus|['f']
Kirchenmusik|['f']
Kirchenmusiker|['m']
Kirchenordnung|['f']
Kirchenorgel|['f']
Kirchenpolitik|['f']
Kirchenpredigt|['f']
Kirchenprovinz|['f']
Kirchenpräsident|['m']
Kirchenraub|['m']
Kirchenraum|['m']
Kirchenrecht|['n']
Kirchenrechtler|['m']
Kirchenrechtlerin|['f']
Kirchenrenovierung|['f']
Kirchenruine|['f']
Kirchenschatz|['m']
Kirchenschiff|['n']
Kirchenschweizer|['m']
Kirchenslawisch|[]
Kirchensonate|['f']
Kirchensprache|['f']
Kirchenstaat|['m']
Kirchensteuer|['f']
Kirchenstrafe|['f']
Kirchenstuhl|['m']
Kirchenton|['m']
Kirchentonart|['f']
Kirchentreppe|['f']
Kirchentür|['f']
Kirchenuhr|['f']
Kirchenvater|['m']
Kirchenversammlung|['f']
Kirchenvertreter|['m']
Kirchenvertreterin|['f']
Kirchenvolk|['n']
Kirchenwand|['f']
Kirchenwiedereintritt|['m']
Kirchenzucht|['f']
Kirchenältester|['m']
Kirchenübertritt|['m']
Kirchfidisch|[]
Kirchgang|['m']
Kirchgemeinde|['f']
Kirchgänger|['m']
Kirchgängerin|['f']
Kirchhain|[]
Kirchheim|[]
Kirchheimbolanden|[]
Kirchhof|['m']
Kirchhofmauer|['f']
Kirchlein|['n']
Kirchplatz|['m']
Kirchspiel|['n']
Kirchturm|['m']
Kirchturmpolitik|['f']
Kirchturmspitze|['f']
Kirchturmuhr|['f']
Kirchtür|['f']
Kirchweih|['f']
Kirchweihe|['f']
Kirgise|['m']
Kirgisien|[]
Kirgisin|['f']
Kirgisisch|[]
Kirgisische Republik|['f']
Kirgisistan|[]
Kirgistan|[]
Kiribati|[]
Kiribatier|['m']
Kiribatierin|['f']
Kiribatisch|[]
Kirisits|[]
Kiritimati|[]
Kirke|['f']
Kirmes|['f']
Kirmesbaum|['m']
Kirmesbier|['n']
Kirmeskuchen|['m']
Kirn|[]
Kirne|['f']
Kirnemilch|['f']
Kirow|[]
Kirsch|['m']
Kirschbaum|['m']
Kirschbaumholz|['n']
Kirschblüte|['f']
Kirschblütenfest|['n']
Kirsche|['f']
Kirscheis|['n']
Kirschenmichel|['m']
Kirschenmund|['m']
Kirschenzeit|['f']
Kirschholz|['n']
Kirschkern|['m']
Kirschkompott|['n']
Kirschkonfitüre|['f']
Kirschkuchen|['m']
Kirschlikör|['m']
Kirschlorbeer|['m']
Kirschmarmelade|['f']
Kirschroter Speitäubling|['m']
Kirschsaft|['m']
Kirschsorte|['f']
Kirschtomate|['f']
Kirschwasser|['n']
Kirschwein|['m']
Kirtorf|[]
Kirundi|[]
Kischinau|[]
Kislew|['m']
Kismet|['n']
Kisschen|['n']
Kissen|['n']
Kissenbezug|['m']
Kissenschlacht|['f']
Kistchen|['n']
Kiste|['f' 'm']
Kistentrommel|['f']
Kistin|['f']
Kisuaheli|[]
Kiswahili|[]
Kit|['n' 'm']
Kita|['f']
Kitakosten|[]
Kitaleiter|['m']
Kitaleiterin|['f']
Kitaplatz|['m']
Kitastreik|['m']
Kitazeit|['f']
Kitesurfer|['m']
Kitesurferin|['f']
Kitfuchsfell|['n']
Kithara|['f']
Kitharistik|['f']
Kitharodie|['f']
Kitharöde|['m']
Kitsch|['m']
Kitsche|['f']
Kitt|['m']
Kittchen|['n']
Kittel|['m']
Kittelkleid|['n']
Kittfalz|['m']
Kitting|['m']
Kittsee|[]
Kitz|['n']
Kitzbühel|[]
Kitzbüheler|['m']
Kitzbühelerin|['f']
Kitzel|['m']
Kitzingen|[]
Kitzler|['m']
Kitzscher|[]
Kitzsteinhorn|['n']
Kiva|['f']
Kivusee|['m']
Kiwi|['m' 'f']
Kiwifrucht|['f']
Kjell|[]
Kjetil|[]
Klaas|[]
Klabautermann|['m']
Klabusterbeere|['f']
Klackern|['n']
Klacks|['m']
Kladde|['f']
Kladderadatsch|['m']
Kladogramm|['n']
Klafter|['m' 'n']
Klage|['f']
Klageendung|['f']
Klagefall|['m']
Klagegesang|['m']
Klagelaut|['m']
Klagelied|['n']
Klagemauer|['f']
Klagenfurt|[]
Klagenfurt am Wörthersee|[]
Klageton|['m']
Klageweib|['n']
Klagewelle|['f']
Klagewort|['n']
Klamath|['m']
Klamauk|['m']
Klamm|['f']
Klammer|['f']
Klammeraffe|['m']
Klammerform|['f']
Klammermaschine|['f']
Klammerwort|['n']
Klamotte|['f']
Klampe|['f']
Klampfe|['f']
Klan|['m']
Klang|['m']
Klangkörper|['m']
Klangprobe|['f']
Klangqualität|['f']
Klangschale|['f']
Klangteppich|['m']
Klangwelle|['f']
Klangwelt|['f']
Klangzeichen|['n']
Klankriminalität|['f']
Klapotetz|['m']
Klappbett|['n']
Klappbrücke|['f']
Klappcouch|['f']
Klappe|['f']
Klappentext|['m']
Klapper|['f']
Klapperatismus|['m']
Klappergrasmücke|['f']
Klappern|['n']
Klapperpost|['f']
Klapperschlange|['f']
Klapperschlangengift|['n']
Klapperstorch|['m']
Klappertopf|['m']
Klappfahrrad|['n']
Klapphandy|['n']
Klapphocker|['m']
Klapphorn|['n']
Klapphorn-Vers|['m']
Klapphornvers|['m']
Klapphut|['m']
Klappladen|['m']
Klappleiter|['f']
Klappliege|['f']
Klappmesser|['n']
Klappmütze|['f']
Klapppult|['n']
Klapprad|['n']
Klapprechner|['m']
Klappsessel|['m']
Klappsitz|['m']
Klappsofa|['n']
Klappspaten|['m']
Klappstuhl|['m']
Klapptisch|['m']
Klappwort|['n']
Klaps|['m']
Klapse|['f']
Klapsmühle|['f']
Klardenker|['m']
Klarer|['m']
Klarett|['m']
Klarheit|['f']
Klarifizierung|['f']
Klarinette|['f']
Klarinettenton|['m']
Klarinettist|['m']
Klarinettistin|['f']
Klarissenkloster|['n']
Klarname|['m']
Klarsichtfolie|['f']
Klarstellung|['f']
Klartext|['m']
Klartraum|['m']
Klasse|['f']
Klassem|['n']
Klassementfahrer|['m']
Klassenanalyse|['f']
Klassenarbeit|['f']
Klassenausflug|['m']
Klassenbeste|['f']
Klassenbester|['m']
Klassenbewusstsein|['n']
Klassenbuch|['n']
Klassenbucheintrag|['m']
Klassenbucheintragung|['f']
Klassenchef|['m']
Klassenclown|['m']
Klassenerhalt|['m']
Klassenerste|['f']
Klassenerster|['m']
Klassenfahrt|['f']
Klassenfeind|['m']
Klassenfoto|['n' 'f']
Klassengegner|['m']
Klassengesellschaft|['f']
Klassenkamerad|['m']
Klassenkameradin|['f']
Klassenkampf|['m']
Klassenkasper|['m']
Klassenlehrer|['m']
Klassenlehrerin|['f']
Klassenlehrersystem|['n']
Klassenprimus|['m']
Klassenrat|['m']
Klassenraum|['m']
Klassenschwarm|['m']
Klassenspiegel|['m']
Klassensprecher|['m']
Klassensprecherin|['f']
Klassentreffen|['n']
Klassenunterschied|['m']
Klassenverbleib|['m']
Klassenverhältnis|['n']
Klassenvorstand|['m']
Klassenziel|['n']
Klassenzimmer|['n']
Klassifikation|['f']
Klassifizierung|['f']
Klassik|['f']
Klassiker|['m']
Klassikeraufführung|['f']
Klassikerausgabe|['f']
Klassikfan|['m']
Klassikum|['n']
Klassisches Arabisch|['n']
Klassisches Nahuatl|['n']
Klassismus|['m']
Klassizismus|['m']
Klassizität|['f']
Klasslehrer|['m']
Klasslehrerin|['f']
Klassleiter|['m']
Klatsch|['m']
Klatschbase|['f']
Klatschblatt|['n']
Klatsche|['f']
Klatschen|['n']
Klatschgeschichte|['f']
Klatschkies|['m']
Klatschmagazin|['n']
Klatschmohn|['m']
Klatschpappe|['f']
Klatschspalte|['f']
Klatschtante|['f']
Klatschvieh|['n']
Klaubsteinmauerwerk|['n']
Klaue|['f']
Klauen|['n']
Klauenabdruck|['m']
Klaus|['f']
Klause|['f']
Klausel|['f']
Klausen|[]
Klausheide|[]
Klausner|['m']
Klausnerin|['f']
Klaustrophobie|['f']
Klausur|['f']
Klausurarbeit|['f']
Klausurprüfung|['f']
Klausurtagung|['f']
Klausurvorbereitung|['f']
Klaviatur|['f']
Klavier|['n']
Klavierbank|['f']
Klavierbegleitung|['f']
Klavierduo|['n']
Klaviergeklimper|['n']
Klavierhocker|['m']
Klavierjazz|['m']
Klavierklang|['m']
Klavierkonzert|['n']
Klavierlehrer|['m']
Klavierlehrerin|['f']
Klavierlied|['n']
Klaviermusik|['f']
Klaviernote|['f']
Klavierquartett|['n']
Klaviersaite|['f']
Klaviersonate|['f']
Klavierspiel|['n']
Klavierspielen|['n']
Klavierspieler|['m']
Klavierspielerin|['f']
Klavierstil|['m']
Klavierstimmer|['m']
Klavierstimmerin|['f']
Klavierstuhl|['m']
Klavierstunde|['f']
Klavierstück|['n']
Klaviertastatur|['f']
Klaviertaste|['f']
Klavierton|['m']
Klaviertrio|['n']
Klavierunterricht|['m']
Klaviervirtuose|['m']
Klaviervirtuosin|['f']
Klebe|['f']
Klebe-BH|['m']
Klebeband|['n']
Klebebindung|['f']
Klebefleisch|['n']
Klebepresse|['f']
Kleber|['m']
Kleberest|['m']
Kleberin|['f']
Klebestift|['m']
Klebestreifen|['m']
Klebriger Hörnling|['m']
Klebstoff|['m']
Klebstoffschnüffler|['m']
Klebung|['f']
Kleckerbetrag|['m']
Kleckerburg|['f']
Klecks|['m']
Klecksographie|['f']
Kledage|['f']
Klee|['m']
Kleeberg|[]
Kleeblatt|['n']
Kleegras|['n']
Kleenex-Tuch|['n']
Kleesäure|['f']
Klei|['m']
Kleiber|['m']
Kleiboden|['m']
Kleid|['n']
Kleidchen|['n']
Kleiderbügel|['m']
Kleiderbündel|['n']
Kleiderbürste|['f']
Kleidercontainer|['m']
Kleiderfabrik|['f']
Kleiderfetzen|['m']
Kleiderfussel|['m']
Kleidergeschäft|['n']
Kleidergröße|['f']
Kleiderhaken|['m']
Kleiderhaufen|['m']
Kleiderkarte|['f']
Kleiderkasten|['m']
Kleiderkombination|['f']
Kleiderladen|['m']
Kleiderordnung|['f']
Kleiderpuppe|['f']
Kleidersammlung|['f']
Kleiderschaft|['m']
Kleiderschrank|['m']
Kleiderspende|['f']
Kleiderstange|['f']
Kleiderstapel|['m']
Kleiderstoff|['m']
Kleiderständer|['m']
Kleiderwechsel|['m']
Kleidung|['f']
Kleidungsstil|['m']
Kleidungsstück|['n']
Kleie|['f']
Kleierde|['f']
Klein|['n']
Klein-Erna-Witz|['m']
Klein-Klein|['n']
Kleinaktionär|['m']
Kleinaktionärin|['f']
Kleinanzeige|['f']
Kleinarbeit|['f']
Kleinasien|[]
Kleinbahn|['f']
Kleinbahnhof|['m']
Kleinbauer|['m']
Kleinbetrieb|['m']
Kleinboot|['n']
Kleinbrand|['m']
Kleinbuchstabe|['m']
Kleinbus|['m']
Kleinbäuerin|['f']
Kleinbürger|['m']
Kleinbürgerin|['f']
Kleinbürgertum|['n']
Kleindarsteller|['m']
Kleindarstellerin|['f']
Kleindenker|['m']
Kleindeutschland|[]
Kleine|['f']
Kleine Antillen|['f']
Kleine Bibernelle|['f']
Kleine Luppe|['f']
Kleiner|['m']
Kleiner Bär|['m']
Kleiner Hund|['m']
Kleiner Wagen|['m']
Kleines Haff|['n']
Kleinfamilie|['f']
Kleinformat|['n']
Kleinganove|['m']
Kleingarten|['m']
Kleingebäck|['n']
Kleingedrucktes|['n']
Kleingeist|['m']
Kleingeld|['n']
Kleingewerbe|['n']
Kleingruppe|['f']
Kleinhaus|['n']
Kleinhirn|['n']
Kleinholz|['n']
Kleinhändler|['m']
Kleinhändlerin|['f']
Kleinigkeit|['f']
Kleinkaliber|['n']
Kleinkalibergewehr|['n']
Kleinkaliberpistole|['f']
Kleinkatze|['f']
Kleinkaufhaus|['n']
Kleinkind|['n']
Kleinkindalter|['n']
Kleinknochen|['m']
Kleinkram|['m']
Kleinkredit|['m']
Kleinkrieg|['m']
Kleinkriminalität|['f']
Kleinkriminelle|['f']
Kleinkrimineller|['m']
Kleinkunstbühne|['f']
Kleinmachnow|[]
Kleinmotorrad|['n']
Kleinmut|['m']
Kleinod|['n']
Kleinpferd|['n']
Kleinplanet|['m']
Kleinpolen|[]
Kleinpyramide|['f']
Kleinräumigkeit|['f']
Kleinschreibung|['f']
Kleinseite|['f']
Kleinseitner Ring|['m']
Kleinspecht|['m']
Kleinsprache|['f']
Kleinstaat|['m']
Kleinstaaterei|['f']
Kleinstadt|['f']
Kleinstadtarzt|['m']
Kleinstadtleben|['n']
Kleinstadtzeitung|['f']
Kleinstkind|['n']
Kleinstlebewesen|['n']
Kleinstpartei|['f']
Kleinstwagen|['m']
Kleinsäuger|['m']
Kleinsäugerart|['f']
Kleintheater|['n']
Kleintierkörpersammelstelle|['f']
Kleinunternehmer|['m']
Kleinunternehmerin|['f']
Kleinverdiener|['m']
Kleinverdienerin|['f']
Kleinvernatsch|['m']
Kleinvieh|['n']
Kleinwagen|['m']
Kleinwespe|['f']
Kleinwuchs|['m']
Kleinzisterne|['f']
Kleister|['m']
Klemm|[]
Klemmbrett|['n']
Klemme|['f']
Klemmer|['m']
Klemmfutter|['n']
Klemmmappe|['f']
Klemmmaß|['n']
Klempner|['m']
Klempnerei|['f']
Klempnerin|['f']
Klempnermeister|['m']
Klempnermeisterin|['f']
Klempnerwerkstatt|['f']
Kleopatra|['f']
Klepper|['m']
Klepperle|['n']
Klepsydra|['f']
Kleptokratie|['f']
Kleptomane|['m']
Kleptomanie|['f']
Kleptomanin|['f']
Kleptophobie|['f']
Kleriker|['m']
Klerisei|['f']
Klerus|['m']
Klescher|['m']
Klette|['f']
Kletterausrüstung|['f']
Kletterei|['f']
Kletterer|['m']
Klettergerüst|['n']
Klettergestell|['n']
Kletterhalle|['f']
Kletterhilfe|['f']
Kletterin|['f']
Kletterpartie|['f']
Kletterpflanze|['f']
Kletterrebe|['f']
Kletterseil|['n']
Klettersport|['m']
Kletterstange|['f']
Klettersteig|['m']
Klettertour|['f']
Kletterwand|['f']
Kletterweiche|['f']
Klettverschluss|['m']
Kletze|['f']
Kleve|[]
Klevner|['m']
Klick|['m']
Klicker|['m']
Klickibunti|['n']
Klickköder|['m']
Klicklaut|['m']
Klickzahl|['f']
Klient|['m']
Klientel|['f']
Klientelkönig|['m']
Klientelpolitik|['f']
Klientenakte|['f']
Klientin|['f']
Kliesche|['f']
Kliff|['n']
Klima|['n']
Klima-Extremist|['m']
Klima-Kleber|['m']
Klima-Krawallo|['m']
Klimaaktivist|['m']
Klimaaktivistin|['f']
Klimaanlage|['f']
Klimaarchiv|['n']
Klimaautomatik|['f']
Klimabelastung|['f']
Klimabilanz|['f']
